,Model,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Seats,Price,Company
254,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,Petrol,Manual,5.0,1.85,Maruti
255,Maruti Swift VXI BSIV,Coimbatore,2017,27872,Petrol,Manual,5.0,5.95,Maruti
256,Hyundai Grand i10 Magna,Mumbai,2014,16514,Petrol,Manual,5.0,3.75,Hyundai
257,Maruti Swift VDI,Pune,2012,120000,Diesel,Manual,5.0,3.75,Maruti
258,Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,143275,Diesel,Manual,5.0,2.6,Hyundai
259,Hyundai Santro Xing XL,Hyderabad,2006,99000,Petrol,Manual,5.0,1.75,Hyundai
260,Hyundai i20 1.2 Sportz,Mumbai,2010,52000,Petrol,Manual,5.0,2.8,Hyundai
261,Mercedes-Benz GLE 350d,Coimbatore,2017,29819,Diesel,Automatic,5.0,61.29,Mercedes-Benz
262,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,57000,Diesel,Manual,5.0,18.0,Mercedes-Benz
263,Maruti Ritz ZDi,Hyderabad,2014,88500,Diesel,Manual,5.0,4.35,Maruti
264,Hyundai Creta 1.6 CRDi SX,Bangalore,2016,28000,Diesel,Manual,5.0,13.75,Hyundai
265,Maruti A-Star Vxi,Pune,2010,67000,Petrol,Manual,5.0,2.0,Maruti
266,Renault Duster 110PS Diesel RXZ Option,Delhi,2016,26000,Diesel,Manual,5.0,10.0,Renault
267,Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,Diesel,Manual,5.0,1.65,Fiat
268,BMW X3 xDrive30d M Sport,Coimbatore,2017,51982,Diesel,Automatic,5.0,45.77,BMW
269,Hyundai i10 Sportz,Bangalore,2010,36000,Petrol,Manual,5.0,3.25,Hyundai
270,Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000,Diesel,Manual,7.0,12.8,Toyota
271,Maruti Zen VXI BSII,Mumbai,2002,60000,Petrol,Manual,5.0,0.55,Maruti
272,Maruti Swift VDI,Hyderabad,2018,31025,Diesel,Manual,5.0,7.15,Maruti
273,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,Diesel,Manual,8.0,7.0,Mahindra
274,Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,Diesel,Manual,5.0,3.75,Tata
275,Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,Petrol,Manual,5.0,8.5,Ford
276,Maruti Swift Dzire ZDI,Jaipur,2012,73000,Diesel,Manual,5.0,4.35,Maruti
277,Maruti Alto 800 LXI,Kochi,2016,32227,Petrol,Manual,5.0,3.26,Maruti
278,Honda City 1.5 S MT,Jaipur,2011,55000,Petrol,Manual,5.0,4.21,Honda
279,Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,11287,Diesel,Automatic,7.0,70.36,Audi
280,Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,Diesel,Automatic,5.0,2.95,Skoda
281,Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,Petrol,Manual,5.0,4.28,Hyundai
282,Honda City 1.5 V AT,Jaipur,2009,78442,Petrol,Automatic,5.0,3.57,Honda
283,Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,Diesel,Manual,5.0,3.11,Hyundai
284,Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051,Petrol,Automatic,5.0,5.96,Hyundai
285,Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,Diesel,Manual,5.0,4.7,Volkswagen
286,Honda City i VTEC VX,Ahmedabad,2014,49000,Petrol,Manual,5.0,6.9,Honda
287,Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,Diesel,Manual,5.0,5.25,Tata
288,BMW 5 Series 2003-2012 520d,Pune,2015,64000,Diesel,Automatic,5.0,28.0,BMW
289,Maruti Wagon R LXI Minor,Delhi,2009,60000,Petrol,Manual,5.0,1.35,Maruti
290,Honda Jazz VX,Delhi,2015,62178,Petrol,Manual,5.0,4.85,Honda
291,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,Diesel,Manual,5.0,6.7,Volkswagen
292,Hyundai i10 Magna 1.2,Hyderabad,2010,74000,Petrol,Manual,5.0,3.1,Hyundai
293,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,77771,Diesel,Automatic,5.0,18.64,Mercedes-Benz
294,Hyundai i10 Magna 1.2 iTech SE,Pune,2012,45275,Petrol,Manual,5.0,2.8,Hyundai
295,Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000,Diesel,Manual,7.0,20.25,Toyota
296,Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,31652,Diesel,Automatic,5.0,26.78,Audi
297,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,109000,Diesel,Manual,7.0,8.26,Toyota
298,Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,31978,Petrol,Manual,5.0,3.89,Volkswagen
299,Maruti Alto K10 LXI,Hyderabad,2011,70000,Petrol,Manual,5.0,2.1,Maruti
300,Honda City i-VTEC CVT ZX,Mumbai,2017,15000,Petrol,Automatic,5.0,12.69,Honda
301,Tata Indigo LX,Coimbatore,2013,59138,Diesel,Manual,5.0,2.58,Tata
302,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,61726,Diesel,Automatic,5.0,20.77,Audi
303,Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,48000,Diesel,Automatic,5.0,20.26,Mercedes-Benz
304,Hyundai Santro Xing XL,Chennai,2006,58000,Petrol,Manual,5.0,1.5,Hyundai
305,Maruti Swift VDI BSIV,Kolkata,2011,60020,Diesel,Manual,5.0,2.5,Maruti
306,Maruti Celerio VXI AT,Hyderabad,2014,77815,Petrol,Automatic,5.0,4.25,Maruti
307,Mercedes-Benz GLE 250d,Hyderabad,2017,29000,Diesel,Automatic,5.0,57.0,Mercedes-Benz
308,Land Rover Range Rover HSE Dynamic,Delhi,2017,44000,Diesel,Automatic,5.0,44.0,Land
309,Volkswagen Vento Diesel Trendline,Hyderabad,2011,108626,Diesel,Manual,5.0,3.65,Volkswagen
310,Maruti Omni 8 Seater BSIV,Hyderabad,2012,71791,Petrol,Manual,5.0,2.05,Maruti
311,Honda Brio 1.2 VX MT,Kochi,2012,91931,Petrol,Manual,5.0,3.13,Honda
312,Tata Sumo Delux,Hyderabad,2000,158000,Diesel,Manual,7.0,1.5,Tata
313,Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,91183,Diesel,Manual,5.0,2.85,Tata
314,Maruti Wagon R LXI BS IV,Delhi,2012,65000,Petrol,Manual,5.0,2.65,Maruti
315,Mahindra XUV500 W8 4WD,Hyderabad,2015,88428,Diesel,Manual,7.0,10.6,Mahindra
316,Tata Indigo LS Dicor,Pune,2008,138000,Diesel,Manual,5.0,1.25,Tata
317,Maruti Ertiga Paseo VXI,Mumbai,2018,18000,Petrol,Manual,7.0,8.25,Maruti
318,Honda Accord 2.4 A/T,Mumbai,2011,60000,Petrol,Automatic,5.0,4.45,Honda
319,Maruti Swift Dzire VDi,Kolkata,2012,48000,Diesel,Manual,5.0,3.7,Maruti
320,Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,160000,Diesel,Manual,5.0,2.8,Ford
321,Honda City ZX GXi,Kolkata,2008,40000,Petrol,Manual,5.0,1.8,Honda
322,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,51495,Diesel,Automatic,5.0,21.95,Audi
323,BMW 6 Series 640d Gran Coupe,Mumbai,2011,30000,Diesel,Automatic,4.0,49.0,BMW
324,Audi Q7 45 TDI Quattro Technology,Coimbatore,2017,97430,Diesel,Automatic,7.0,62.67,Audi
325,Maruti Zen Estilo LXI Green (CNG),Pune,2008,42496,CNG,Manual,5.0,1.4,Maruti
326,Hyundai i20 1.4 CRDi Asta,Pune,2012,83000,Diesel,Manual,5.0,5.5,Hyundai
327,Hyundai i10 Sportz AT,Bangalore,2009,37000,Petrol,Automatic,5.0,2.95,Hyundai
328,Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,28503,Petrol,Automatic,5.0,6.86,Honda
329,Maruti Swift VDI BSIV,Hyderabad,2015,76496,Diesel,Manual,5.0,6.15,Maruti
330,Hyundai i20 Asta 1.2,Pune,2011,79152,Petrol,Manual,5.0,3.3,Hyundai
331,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2011,32000,Petrol,Manual,5.0,2.55,Volkswagen
332,Maruti Alto LXi,Ahmedabad,2009,35000,Petrol,Manual,5.0,1.5,Maruti
333,Toyota Corolla H4,Chennai,2004,105000,Petrol,Automatic,5.0,2.5,Toyota
334,Maruti Alto LXi,Chennai,2006,56000,Petrol,Manual,5.0,1.4,Maruti
335,Tata Manza ELAN Quadrajet BS IV,Pune,2012,73000,Diesel,Manual,5.0,3.4,Tata
336,Maruti Alto LXi,Pune,2012,38000,Petrol,Manual,5.0,2.25,Maruti
337,Skoda Octavia Ambition Plus 2.0 TDI AT,Kolkata,2013,775000,Diesel,Automatic,5.0,7.5,Skoda
338,Toyota Corolla H4,Kolkata,2008,80000,Petrol,Automatic,5.0,2.8,Toyota
339,Hyundai i20 Asta Option 1.2,Coimbatore,2016,24973,Petrol,Manual,5.0,7.66,Hyundai
340,Maruti Vitara Brezza LDi,Chennai,2016,45000,Diesel,Manual,5.0,7.15,Maruti
341,Honda City 1.5 V MT,Delhi,2010,87430,Petrol,Manual,5.0,3.5,Honda
342,Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,2014,133944,Diesel,Manual,5.0,3.5,Tata
343,Honda Amaze S i-Dtech,Kolkata,2013,57000,Diesel,Manual,5.0,3.45,Honda
344,Hyundai EON D Lite Plus,Coimbatore,2016,27904,Petrol,Manual,5.0,3.55,Hyundai
345,BMW 3 Series Luxury Line,Kochi,2015,30717,Diesel,Automatic,5.0,25.99,BMW
346,Hyundai Verna 1.6 SX,Bangalore,2012,80000,Diesel,Manual,5.0,5.25,Hyundai
347,Tata Manza Club Class Quadrajet90 LS,Ahmedabad,2013,47304,Diesel,Manual,5.0,2.9,Tata
348,Skoda Octavia RS,Jaipur,2005,100000,Petrol,Automatic,5.0,2.05,Skoda
349,Maruti Alto K10 VXI,Pune,2017,30000,Petrol,Manual,5.0,3.75,Maruti
350,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,68000,Diesel,Manual,5.0,6.75,Ford
351,Chevrolet Spark 1.0 LS,Kolkata,2011,21000,Petrol,Manual,5.0,0.95,Chevrolet
352,Jaguar XF 2.0 Diesel Portfolio,Hyderabad,2017,21000,Diesel,Automatic,5.0,52.0,Jaguar
353,Honda CR-V RVi MT,Jaipur,2007,119000,Petrol,Manual,5.0,3.91,Honda
354,Skoda Superb L&K 1.8 TSI AT,Kochi,2019,13747,Petrol,Automatic,5.0,27.3,Skoda
355,Hyundai i10 Magna 1.2,Chennai,2009,620000,Petrol,Manual,5.0,2.7,Hyundai
356,Maruti Swift LDI,Delhi,2013,70000,Diesel,Manual,5.0,3.5,Maruti
357,Maruti Swift Dzire VXi AT,Mumbai,2016,18000,Petrol,Automatic,5.0,6.2,Maruti
358,Nissan Micra Diesel XV,Chennai,2011,83000,Diesel,Manual,5.0,2.75,Nissan
359,Maruti Swift Dzire Tour LDI,Mumbai,2015,130000,Diesel,Manual,5.0,3.25,Maruti
360,Ford Fiesta Classic 1.4 Duratorq CLXI,Pune,2012,63400,Diesel,Manual,5.0,3.25,Ford
361,Maruti Zen LX,Kolkata,2003,65000,Petrol,Manual,5.0,0.65,Maruti
362,Mini Clubman Cooper S,Pune,2017,8350,Petrol,Manual,5.0,35.0,Mini
363,Toyota Etios GD,Kolkata,2014,45000,Diesel,Manual,5.0,3.25,Toyota
364,Maruti Alto 800 2016-2019 LXI,Kolkata,2018,26200,Petrol,Manual,5.0,2.9,Maruti
365,Maruti Alto VXi,Bangalore,2011,11000,Petrol,Manual,5.0,2.9,Maruti
366,BMW X5 3.0d,Bangalore,2009,90000,Diesel,Automatic,5.0,17.75,BMW
367,Nissan Teana XV,Mumbai,2015,74000,Petrol,Automatic,5.0,8.25,Nissan
368,Hyundai Grand i10 AT Asta,Coimbatore,2015,37081,Petrol,Automatic,5.0,5.77,Hyundai
369,Maruti Vitara Brezza ZDi Plus,Hyderabad,2017,39000,Diesel,Manual,5.0,9.49,Maruti
370,Audi Q7 3.0 TDI Quattro Premium Plus,Mumbai,2008,99000,Diesel,Automatic,7.0,12.95,Audi
371,Mercedes-Benz GLA Class 200 CDI,Chennai,2015,38000,Diesel,Automatic,5.0,20.0,Mercedes-Benz
372,Maruti 800 AC,Chennai,2007,72000,Petrol,Manual,4.0,1.0,Maruti
373,Renault Duster 85PS Diesel RxL,Chennai,2015,93000,Diesel,Manual,5.0,7.1,Renault
374,Toyota Corolla Altis D-4D GL,Mumbai,2017,5900,Diesel,Manual,5.0,16.5,Toyota
375,Mercedes-Benz New C-Class 220,Chennai,2014,25000,Diesel,Manual,5.0,26.0,Mercedes-Benz
376,Maruti Ritz VDi,Hyderabad,2010,68000,Diesel,Manual,5.0,3.2,Maruti
377,Honda BRV i-VTEC V CVT,Kochi,2017,35676,Petrol,Automatic,7.0,9.48,Honda
378,Hyundai Xcent 1.1 CRDi Base,Kochi,2015,74310,Diesel,Manual,5.0,4.0,Hyundai
379,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Jaipur,2014,59364,Diesel,Automatic,5.0,26.5,Mercedes-Benz
380,Mercedes-Benz B Class B180,Kochi,2014,41380,Petrol,Automatic,5.0,11.77,Mercedes-Benz
381,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Bangalore,2017,33900,Diesel,Automatic,5.0,37.0,Mercedes-Benz
382,Honda City i VTEC VX Option,Mumbai,2016,28000,Petrol,Manual,5.0,8.75,Honda
383,Hyundai Santro Xing XL eRLX Euro III,Hyderabad,2007,50958,Petrol,Manual,5.0,1.95,Hyundai
384,Honda City 1.5 S MT,Chennai,2011,93982,Petrol,Manual,5.0,3.75,Honda
385,Hyundai Verna Transform VTVT,Pune,2010,95000,Petrol,Manual,5.0,2.5,Hyundai
386,Jaguar XE Portfolio,Mumbai,2017,9000,Petrol,Automatic,5.0,34.5,Jaguar
387,Honda Amaze S i-Vtech,Delhi,2015,52516,Petrol,Manual,5.0,4.65,Honda
388,Mini Cooper Convertible 1.6,Bangalore,2015,20000,Petrol,Automatic,4.0,32.0,Mini
389,Mercedes-Benz S Class 2005 2013 S 350 CDI,Coimbatore,2017,56451,Diesel,Automatic,5.0,62.81,Mercedes-Benz
390,Hyundai EON Magna Plus,Chennai,2014,37000,Petrol,Manual,5.0,3.25,Hyundai
391,Maruti Wagon R VXI BS IV,Kolkata,2014,17400,Petrol,Manual,5.0,3.1,Maruti
392,Maruti Ritz LDi,Coimbatore,2011,90207,Diesel,Manual,5.0,3.91,Maruti
393,BMW 3 Series 320d Sedan,Chennai,2011,89616,Diesel,Automatic,5.0,11.0,BMW
394,Tata Xenon XT EX 4X2,Pune,2014,85000,Diesel,Manual,5.0,3.5,Tata
395,Audi A3 35 TDI Attraction,Chennai,2014,79271,Diesel,Automatic,5.0,16.5,Audi
396,Land Rover Range Rover 2.2L Dynamic,Hyderabad,2012,56000,Diesel,Automatic,5.0,30.0,Land
397,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2010,85001,Diesel,Automatic,7.0,28.0,Mercedes-Benz
398,Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,Hyderabad,2018,12000,Diesel,Automatic,7.0,28.0,Mitsubishi
399,Maruti Alto LX,Jaipur,2010,125000,Petrol,Manual,5.0,0.92,Maruti
400,Maruti Wagon R LXI BSIII,Pune,2013,53000,Petrol,Manual,5.0,2.75,Maruti
401,Land Rover Range Rover 2.2L Prestige,Coimbatore,2017,34990,Diesel,Automatic,5.0,53.83,Land
402,Hyundai Verna 1.6 SX VTVT,Pune,2011,49768,Petrol,Manual,5.0,4.95,Hyundai
403,BMW 5 Series 525d Sedan,Hyderabad,2013,56000,Diesel,Automatic,5.0,33.5,BMW
404,Jaguar XF Diesel,Bangalore,2013,75000,Diesel,Automatic,5.0,27.95,Jaguar
405,Skoda Superb Elegance 1.8 TSI AT,Hyderabad,2010,57000,Petrol,Automatic,5.0,7.25,Skoda
406,Audi Q3 35 TDI Quattro Premium,Kochi,2017,37542,Diesel,Automatic,5.0,25.71,Audi
407,Land Rover Range Rover 2.2L Pure,Coimbatore,2014,95649,Diesel,Automatic,5.0,29.67,Land
408,Mercedes-Benz New C-Class 220 CDI AT,Jaipur,2013,35299,Diesel,Automatic,5.0,19.0,Mercedes-Benz
409,Mahindra Scorpio S10 4WD,Kochi,2017,28464,Diesel,Manual,7.0,13.05,Mahindra
410,BMW 3 Series Luxury Line,Mumbai,2015,41000,Diesel,Automatic,5.0,25.5,BMW
411,Honda BR-V i-VTEC S MT,Pune,2017,9000,Petrol,Manual,7.0,8.5,Honda
412,Volvo S80 2006-2013 D5,Chennai,2010,92098,Diesel,Automatic,5.0,7.25,Volvo
413,Hyundai Accent GLE,Pune,2005,5834,Petrol,Manual,5.0,0.8,Hyundai
414,Hyundai i20 Active SX Petrol,Jaipur,2017,40250,Petrol,Manual,5.0,6.9,Hyundai
415,Mercedes-Benz GLC 43 AMG Coupe,Coimbatore,2018,22397,Petrol,Automatic,5.0,70.99,Mercedes-Benz
416,Hyundai EON Magna Plus,Kolkata,2015,20800,Petrol,Manual,5.0,2.25,Hyundai
417,Hyundai Grand i10 SportZ Edition,Kochi,2018,40322,Petrol,Manual,5.0,5.5,Hyundai
418,Honda City 1.5 EXI S,Mumbai,2013,52576,Petrol,Manual,5.0,4.35,Honda
419,Volkswagen Polo Petrol Trendline 1.2L,Kolkata,2010,55000,Petrol,Manual,5.0,2.25,Volkswagen
420,Audi A6 35 TFSI Matrix,Mumbai,2016,47000,Petrol,Automatic,5.0,24.5,Audi
421,Volkswagen Jetta 2007-2011 1.9 L TDI,Hyderabad,2010,42021,Diesel,Manual,5.0,5.45,Volkswagen
422,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,23163,Petrol,Manual,5.0,12.03,Hyundai
423,Mercedes-Benz New C-Class C 200 CGI Avantgarde,Mumbai,2011,50000,Petrol,Automatic,5.0,8.5,Mercedes-Benz
424,Mini Cooper Convertible S,Mumbai,2014,11900,Petrol,Automatic,4.0,28.5,Mini
425,Hyundai Santro Xing XO eRLX Euro II,Pune,2006,108000,Petrol,Manual,5.0,1.2,Hyundai
426,Toyota Etios VD,Bangalore,2013,37000,Diesel,Manual,5.0,5.75,Toyota
427,Honda Brio S MT,Delhi,2014,30000,Petrol,Manual,5.0,3.2,Honda
428,Maruti Baleno Alpha Automatic,Coimbatore,2018,12831,Petrol,Automatic,5.0,9.89,Maruti
429,Skoda Laura Ambiente 2.0 TDI CR AT,Coimbatore,2012,143017,Diesel,Automatic,5.0,6.58,Skoda
430,Hyundai EON Era Plus,Kochi,2018,13102,Petrol,Manual,5.0,4.06,Hyundai
431,Renault Captur 1.5 Diesel RXL,Coimbatore,2019,24950,Diesel,Manual,5.0,13.37,Renault
432,BMW 5 Series 2003-2012 GT 530d LE,Coimbatore,2011,57832,Diesel,Automatic,5.0,25.82,BMW
433,Maruti Alto 800 LXI,Kochi,2016,34267,Petrol,Manual,5.0,3.74,Maruti
434,Volvo V40 D3,Bangalore,2015,33000,Diesel,Automatic,5.0,22.0,Volvo
435,Maruti Wagon R LXI BSII,Ahmedabad,2007,55100,Petrol,Manual,5.0,1.45,Maruti
436,Honda City ZX GXi,Kolkata,2008,40000,Petrol,Manual,5.0,2.0,Honda
437,Maruti Eeco 5 STR With AC Plus HTR CNG,Kochi,2017,31841,CNG,Manual,5.0,4.7,Maruti
438,Chevrolet Enjoy 1.4 LS 8,Kolkata,2014,15000,Petrol,Manual,8.0,3.75,Chevrolet
439,Mahindra Bolero ZLX,Coimbatore,2016,82756,Diesel,Manual,7.0,7.7,Mahindra
440,Hyundai Santro GLS I - Euro I,Coimbatore,2012,50243,Petrol,Manual,5.0,3.35,Hyundai
441,Hyundai EON D Lite,Hyderabad,2014,20600,Petrol,Manual,5.0,2.6,Hyundai
442,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2017,29952,Petrol,Automatic,5.0,13.77,Hyundai
443,Volkswagen Vento 1.6 Comfortline,Mumbai,2017,15000,Petrol,Manual,5.0,7.1,Volkswagen
444,Honda Civic 2006-2010 1.8 S AT,Pune,2008,61938,Petrol,Automatic,5.0,2.65,Honda
445,Tata Indica Vista Quadrajet LS,Hyderabad,2014,67000,Diesel,Manual,5.0,2.5,Tata
446,Mahindra XUV500 W8 2WD,Kochi,2013,61672,Diesel,Manual,7.0,7.53,Mahindra
447,Hyundai i20 1.2 Asta Option,Coimbatore,2017,26185,Petrol,Manual,5.0,7.98,Hyundai
448,Audi Q5 30 TDI quattro Premium Plus,Bangalore,2014,38000,Diesel,Automatic,5.0,39.0,Audi
449,Maruti Ritz VXi,Chennai,2011,67000,Petrol,Manual,5.0,2.25,Maruti
450,Mitsubishi Cedia Sports,Chennai,2010,66000,Petrol,Manual,5.0,3.85,Mitsubishi
451,Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2015,80883,Diesel,Manual,7.0,13.5,Toyota
452,Maruti Celerio LDi,Hyderabad,2016,80219,Diesel,Manual,5.0,3.5,Maruti
453,Maruti S-Cross Delta DDiS 200 SH,Delhi,2018,12923,Diesel,Manual,5.0,8.92,Maruti
454,Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,2016,86642,Diesel,Automatic,5.0,20.37,Audi
455,BMW 3 Series Luxury Line,Bangalore,2016,19235,Diesel,Automatic,5.0,36.5,BMW
456,Audi Q7 4.2 TDI Quattro Technology,Coimbatore,2016,51002,Diesel,Automatic,7.0,48.91,Audi
457,Hyundai i20 2015-2017 Asta 1.2,Pune,2016,6800,Petrol,Manual,5.0,7.2,Hyundai
458,Renault Duster 110PS Diesel RxL,Hyderabad,2012,82749,Diesel,Manual,5.0,5.99,Renault
459,Hyundai Xcent 1.1 CRDi S Celebration Edition,Pune,2016,51000,Diesel,Manual,5.0,5.25,Hyundai
460,Ford Ecosport 1.5 DV5 MT Titanium,Delhi,2014,31465,Diesel,Manual,5.0,6.5,Ford
461,Volkswagen Polo Petrol Trendline 1.2L,Hyderabad,2013,76476,Petrol,Manual,5.0,4.4,Volkswagen
462,Hyundai Grand i10 CRDi Magna,Kolkata,2017,14000,Diesel,Manual,5.0,4.6,Hyundai
463,Tata Manza Aqua Quadrajet BS IV,Ahmedabad,2013,47000,Diesel,Manual,5.0,2.95,Tata
464,Honda City 1.5 V MT,Kolkata,2011,48466,Petrol,Manual,5.0,3.26,Honda
465,Hyundai Santro Xing GLS,Bangalore,2008,46000,Petrol,Manual,5.0,2.22,Hyundai
466,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2012,162663,Diesel,Manual,7.0,10.5,Toyota
467,Maruti Ciaz 1.3 S,Coimbatore,2017,25142,Diesel,Manual,5.0,8.26,Maruti
468,Toyota Fortuner 4x4 MT TRD Sportivo,Delhi,2013,69000,Diesel,Manual,7.0,14.45,Toyota
469,Ford Fiesta 1.6 SXI ABS Duratec,Chennai,2009,80524,Petrol,Manual,5.0,2.5,Ford
470,Mercedes-Benz E-Class E 220 d,Kochi,2018,26405,Petrol,Automatic,5.0,51.43,Mercedes-Benz
471,Mercedes-Benz New C-Class 220 CDI MT,Chennai,2014,45000,Diesel,Manual,5.0,23.0,Mercedes-Benz
472,Skoda Yeti Ambition 4X2,Kolkata,2012,64284,Diesel,Manual,5.0,5.5,Skoda
473,Hyundai Grand i10 Sportz,Delhi,2015,27000,Petrol,Manual,5.0,4.5,Hyundai
474,Ford Figo 2015-2019 1.2P Titanium MT,Hyderabad,2018,3678,Petrol,Manual,5.0,6.8,Ford
475,Skoda Octavia Ambition 1.4 TSI MT,Mumbai,2013,21000,Petrol,Manual,5.0,8.75,Skoda
476,Renault Duster 85PS Diesel RxL Option,Mumbai,2015,67000,Diesel,Manual,5.0,7.0,Renault
477,Land Rover Range Rover Evoque 2.0 TD4 Pure,Delhi,2015,24000,Diesel,Automatic,5.0,33.5,Land
478,Ford Figo Diesel EXI,Chennai,2011,75000,Diesel,Manual,5.0,2.25,Ford
479,Ford Endeavour Hurricane Limited Edition,Hyderabad,2008,179000,Diesel,Automatic,7.0,4.24,Ford
480,Toyota Fortuner 4x4 MT,Coimbatore,2017,47198,Diesel,Manual,7.0,28.42,Toyota
481,Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2012,52000,Diesel,Manual,5.0,2.75,Volkswagen
482,Maruti Ritz VDi,Jaipur,2011,91000,Diesel,Manual,5.0,3.0,Maruti
483,Nissan Micra Diesel XV Premium,Pune,2013,60000,Diesel,Manual,5.0,3.55,Nissan
484,Hyundai Verna 1.6 SX,Kolkata,2013,37873,Diesel,Manual,5.0,4.8,Hyundai
485,BMW 5 Series 2003-2012 523i,Kolkata,2011,31000,Petrol,Automatic,5.0,13.5,BMW
486,Mercedes-Benz GLS 350d 4MATIC,Pune,2017,129000,Diesel,Automatic,7.0,56.0,Mercedes-Benz
487,Honda CR-V 2.4L 4WD AT,Hyderabad,2004,78000,Petrol,Automatic,5.0,3.99,Honda
488,Hyundai Creta 1.6 CRDi AT SX Plus,Bangalore,2016,32000,Diesel,Automatic,5.0,15.5,Hyundai
489,Hyundai i10 Era,Jaipur,2010,59000,Petrol,Manual,5.0,2.32,Hyundai
490,Mercedes-Benz A Class A200 CDI Sport,Kochi,2016,35437,Diesel,Automatic,5.0,18.58,Mercedes-Benz
491,Maruti Ertiga VXI,Jaipur,2014,98000,Petrol,Manual,7.0,5.5,Maruti
492,Skoda Octavia Classic 1.9 TDI MT,Chennai,2006,72000,Diesel,Manual,5.0,3.2,Skoda
493,Honda Amaze VX i-Vtech,Pune,2015,79000,Petrol,Manual,5.0,4.0,Honda
494,Maruti Zen LXi BSII,Chennai,2004,29000,Petrol,Manual,5.0,1.6,Maruti
495,Maruti SX4 ZXI MT BSIV,Kochi,2013,66012,Petrol,Manual,5.0,4.15,Maruti
496,Honda Brio VX AT,Mumbai,2014,35000,Petrol,Automatic,5.0,4.25,Honda
497,Maruti Wagon R VXI,Ahmedabad,2011,75000,Petrol,Manual,5.0,2.6,Maruti
498,Toyota Camry A/T,Mumbai,2008,80000,Petrol,Automatic,5.0,3.43,Toyota
499,Chevrolet Beat LS,Kochi,2012,32717,Petrol,Manual,5.0,2.55,Chevrolet
500,Toyota Fortuner 4x4 AT,Delhi,2017,25000,Diesel,Automatic,7.0,32.0,Toyota
501,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,79000,Diesel,Manual,5.0,6.25,Ford
502,Maruti Swift Vdi BSIII,Hyderabad,2010,86000,Diesel,Manual,5.0,3.6,Maruti
503,Mercedes-Benz S Class 2005 2013 S 350 CDI,Pune,2010,137000,Diesel,Automatic,5.0,18.5,Mercedes-Benz
504,Honda Mobilio S i VTEC,Mumbai,2015,25000,Petrol,Manual,7.0,4.25,Honda
505,Hyundai Grand i10 Sportz,Mumbai,2017,8500,Petrol,Manual,5.0,4.8,Hyundai
506,Mahindra XUV500 AT W8 FWD,Bangalore,2015,34000,Diesel,Automatic,7.0,13.0,Mahindra
507,Skoda Fabia 1.6 MPI Elegance,Pune,2012,41629,Petrol,Manual,5.0,2.25,Skoda
508,Hyundai Santro Xing GLS,Hyderabad,2009,80227,Petrol,Manual,5.0,2.3,Hyundai
